"","ground.truth","predicted.score"
"1",1,0.499134602916358
"2",1,0.50000509838846
"3",1,0.501432266906255
"4",1,0.50135420669975
"5",1,0.501290733452694
"6",1,0.501329763591033
"7",1,0.501458681202937
"8",1,0.501198480336769
"9",1,0.50128442555006
"10",1,0.501360908841337
"11",1,0.501401515923937
"12",1,0.501164575324607
"13",1,0.501443305717789
"14",1,0.50140624684499
"15",1,0.496816475481474
"16",1,0.50044113493518
"17",1,0.499398747516517
"18",1,0.50119650911543
"19",1,0.501378649801995
"20",1,0.501285214037912
"21",1,0.501390082863693
"22",1,0.50141886263323
"23",1,0.501224500454922
"24",1,0.500678471043735
"25",1,0.50145946968928
"26",1,0.501215827082934
"27",1,0.501201634290833
"28",1,0.501102678937794
"29",1,0.501463806364041
"30",1,0.5004155089296
"31",1,0.500932365144213
"32",1,0.501311234133409
"33",1,0.497745686805405
"34",1,0.501436603582382
"35",1,0.500923691750452
"36",1,0.500551129608055
"37",1,0.501444882690751
"38",1,0.383793852679223
"39",1,0.500340602132036
"40",1,0.501370764931017
"41",1,0.501354600943387
"42",1,0.500621305393655
"43",1,0.501455921500677
"44",1,0.500807389373411
"45",1,0.501380226776108
"46",1,0.501457104230227
"47",1,0.501321484472118
"48",1,0.501426747499963
"49",1,0.489536227049186
"50",1,0.501232385337908
"51",1,0.501398756219874
"52",1,0.501381015263154
"53",1,0.501246183881657
"54",1,0.501463806364041
"55",1,0.501428718716536
"56",1,0.501419256876583
"57",1,0.501214250106131
"58",1,0.501465777579768
"59",1,0.501233173826173
"60",1,0.501427930229912
"61",1,0.501180345099057
"62",1,0.50059646789916
"63",1,0.501317542034284
"64",1,0.501337254221805
"65",1,0.501384957698283
"66",1,0.501458286959762
"67",1,0.501002935008491
"68",1,0.501409795035614
"69",1,0.501348293045005
"70",1,0.501293098916077
"71",1,0.500518012937478
"72",1,0.501304137744426
"73",1,0.501452373311926
"74",1,0.50125012632238
"75",1,0.501386140428788
"76",1,0.501310051401949
"77",1,0.50134987001964
"78",1,0.501238298999746
"79",1,0.501364851277337
"80",1,0.501282060086466
"81",1,0.501353812456112
"82",1,0.50092172052452
"83",1,0.501466171822908
"84",1,0.49970507681402
"85",1,0.50143542085255
"86",1,0.501414131712851
"87",1,0.501338436952924
"88",1,0.501398756219874
"89",1,0.501457498473407
"90",1,0.50136918795674
"91",1,0.501101101959337
"92",1,0.501226077431568
"93",1,0.501181133587718
"94",1,0.501312022621041
"95",1,0.501432661149548
"96",1,0.501233173826173
"97",1,0.50146341212089
"98",1,0.501189412718304
"99",1,0.501468143038581
"100",1,0.501189018474005
"101",1,0.500987559454777
"102",1,0.50133607149067
"103",1,0.50139520802881
"104",1,0.501403881384495
"105",1,0.501445276933987
"106",1,0.501390082863693
"107",1,0.501381803750194
"108",1,0.500859429770621
"109",1,0.501210701908234
"110",1,0.501457892716586
"111",1,0.501254068762948
"112",1,0.501389294376726
"113",1,0.501347504557677
"114",1,0.501392448324553
"115",1,0.501338436952924
"116",1,0.501285608281835
"117",1,0.500302754480927
"118",1,0.501118448721158
"119",1,0.499657373003426
"120",1,0.50110780411763
"121",1,0.500853516090037
"122",1,0.501409400792218
"123",1,0.501406641088399
"124",1,0.501376678584314
"125",1,0.501443305717789
"126",1,0.501462623634582
"127",1,0.501422016580008
"128",1,0.500396190862405
"129",1,0.501429112959845
"130",1,0.501393631054959
"131",1,0.500941432782544
"132",1,0.501434238122703
"133",1,0.501435815095829
"134",1,0.501058523532806
"135",1,0.501093611311365
"136",1,0.501364851277337
"137",1,0.501246183881657
"138",1,0.501004117743314
"139",1,0.501199268825294
"140",1,0.501328580859804
"141",1,0.500769147555156
"142",1,0.501099919225479
"143",1,0.501306897451316
"144",1,0.501381015263154
"145",1,0.501112535052656
"146",1,0.500918960808167
"147",1,0.501009242927417
"148",1,0.501422410823347
"149",1,0.501261559399596
"150",1,0.501376284340773
"151",1,0.501390477107174
"152",1,0.501040388272364
"153",1,0.501206759465983
"154",1,0.500848390900004
"155",1,0.501074293322233
"156",1,0.501459075446109
"157",1,0.501382197993711
"158",1,0.500223116704241
"159",1,0.501426353256643
"160",1,0.501347898801342
"161",1,0.501441334501547
"162",1,0.500493569677691
"163",1,0.501335677246955
"164",1,0.50146341212089
"165",1,0.501398361976429
"166",1,0.501428718716536
"167",1,0.501287185257513
"168",1,0.501396390759181
"169",1,0.499243414671694
"170",1,0.500805418145893
"171",1,0.501423987796687
"172",1,0.501463017877737
"173",1,0.501438574798732
"174",1,0.501332917540905
"175",1,0.501407035331807
"176",1,0.501466171822908
"177",1,0.501108198362223
"178",1,0.501244212661237
"179",1,0.501030532151407
"180",1,0.50124736661389
"181",1,0.500405652773019
"182",1,0.501377861314928
"183",1,0.501328975103549
"184",1,0.501460258175617
"185",1,0.501432266906255
"186",1,0.499177969911048
"187",1,0.501380621019632
"188",1,0.501304137744426
"189",1,0.500715135899716
"190",1,0.501457104230227
"191",1,0.501424382040017
"192",1,0.500724992042502
"193",1,0.501339619684029
"194",1,0.501235933535052
"195",1,0.500898854301627
"196",1,0.501205182489041
"197",1,0.501433449636129
"198",1,0.501306108963641
"199",1,0.501371553418146
"200",1,0.501462623634582
"201",1,0.501334100272079
"202",1,0.500482925031556
"203",1,0.50095089466536
"204",1,0.500195125205579
"205",1,0.501222134989908
"206",1,0.501262742131647
"207",1,0.501463017877737
"208",1,0.500786494360455
"209",1,0.501458286959762
"210",1,0.501394419541888
"211",1,0.501305714719801
"212",1,0.501347504557677
"213",1,0.501297829842667
"214",1,0.501244212661237
"215",1,0.501453161798328
"216",1,0.500926057221533
"217",1,0.501420439606633
"218",1,0.414749560359637
"219",1,0.483654425026107
"220",1,0.501334100272079
"221",1,0.501401910167368
"222",1,0.501308474426645
"223",1,0.499047474721594
"224",1,0.501084149439542
"225",1,0.501312022621041
"226",1,0.501243029928967
"227",1,0.501206759465983
"228",1,0.501363274302957
"229",1,0.500558620282882
"230",1,0.501442911474544
"231",1,0.501299012574279
"232",1,0.500749041028519
"233",1,0.500763628116716
"234",1,0.501140132169643
"235",1,0.501123179655734
"236",1,0.501433449636129
"237",1,0.501463806364041
"238",1,0.501392448324553
"239",1,0.501239481732072
"240",1,0.501067196917254
"241",1,0.501063648714602
"242",1,0.501107015628439
"243",1,0.501060100511844
"244",1,0.501346716070342
"245",1,0.501347898801342
"246",1,0.501256039983173
"247",1,0.501437392068927
"248",1,0.501425170526673
"249",1,0.501274569451375
"250",1,0.501424382040017
"251",1,0.501455921500677
"252",1,0.501369582200312
"253",1,0.501243818417148
"254",1,0.501460652418782
"255",1,0.501401910167368
"256",1,0.501396785002634
"257",1,0.50132779237231
"258",1,0.50141886263323
"259",1,0.501433449636129
"260",1,0.501396390759181
"261",1,0.501349081532326
"262",1,0.500048071259983
"263",1,0.50127023276764
"264",1,0.50146774879545
"265",1,0.501456315743862
"266",1,0.501082966705509
"267",1,0.501005694723061
"268",1,0.501400333193635
"269",1,0.501159844391819
"270",1,0.50100490623319
"271",1,0.501397967732983
"272",1,0.497417681378174
"273",1,0.5013092629143
"274",1,0.500657576014994
"275",1,0.501366822495273
"276",1,0.501066014183048
"277",1,0.501436209339106
"278",1,0.501387323159278
"279",1,0.501300983793599
"280",1,0.501202422779334
"281",1,0.501379044045525
"282",1,0.501326609641056
"283",1,0.501216221327132
"284",1,0.50140624684499
"285",1,0.501008060192643
"286",1,0.500164768226779
"287",1,0.501456709987046
"288",1,0.501353023968831
"289",1,0.501354600943387
"290",1,0.501416497173072
"291",1,0.501258405447392
"292",1,0.501269444279667
"293",1,0.499708230785168
"294",1,0.501428718716536
"295",1,0.501462623634582
"296",1,0.501082966705509
"297",1,0.5012647133517
"298",1,0.501441334501547
"299",1,0.501098342246983
"300",1,0.501289550720982
"301",1,0.501292310428289
"302",1,0.50127575218327
"303",1,0.50143975752852
"304",1,0.501405852601578
"305",1,0.501330946322247
"306",1,0.501182710565022
"307",1,0.501428324473225
"308",1,0.50129861833041
"309",1,0.501392448324553
"310",1,0.501280877354648
"311",1,0.501170488990299
"312",1,0.501011214152015
"313",1,0.500885449962314
"314",1,0.501450796339101
"315",1,0.50146853728171
"316",1,0.501454344527917
"317",1,0.501295070135518
"318",1,0.5014105835224
"319",1,0.501058523532806
"320",1,0.501261953643615
"321",1,0.501119237210268
"322",1,0.501467354552317
"323",1,0.501132247279776
"324",1,0.501287185257513
"325",1,0.501250914810506
"326",1,0.49571580100149
"327",1,0.501458286959762
"328",1,0.501431478419663
"329",1,0.501399150463317
"330",1,0.501428718716536
"331",1,0.501465383336626
"332",1,0.501397179246085
"333",1,0.501177979633038
"334",1,0.501413737469474
"335",1,0.501295464379401
"336",1,0.501238693243856
"337",1,0.501414920199598
"338",1,0.501412160495951
"339",1,0.501365245520927
"340",1,0.501329369347292
"341",1,0.501420833849979
"342",1,0.501423987796687
"343",1,0.501437392068927
"344",1,0.463908083406442
"345",1,0.501408218062021
"346",1,0.501454344527917
"347",1,0.501284819793986
"348",1,0.501149199792288
"349",1,0.501302560769026
"350",1,0.50084641967302
"351",1,0.501453950284722
"352",1,0.500753771976183
"353",1,0.498045703090942
"354",1,0.501384563454778
"355",1,0.501198086092504
"356",1,0.501450796339101
"357",1,0.501433055392839
"358",1,0.5010731105881
"359",1,0.501080995482094
"360",1,0.50135420669975
"361",1,0.501460652418782
"362",1,0.501460258175617
"363",1,0.50139481378535
"364",1,0.501151171014502
"365",1,0.501363668546555
"366",1,0.500907527696965
"367",1,0.500649691097887
"368",1,0.501299012574279
"369",1,0.501440546015037
"370",1,0.500726569025295
"371",1,0.501445276933987
"372",1,0.501345533339327
"373",1,0.501082966705509
"374",1,0.501414131712851
"375",1,0.501450007852678
"376",1,0.501456709987046
"377",1,0.501203605512074
"378",1,0.501387323159278
"379",1,0.501447642393365
"380",1,0.50146853728171
"381",1,0.500746675554636
"382",1,0.501299801062011
"383",1,0.500830649856211
"384",1,0.500931970899054
"385",1,0.501367610982435
"386",1,0.500950500420256
"387",1,0.501379044045525
"388",1,0.501430689933064
"389",1,0.501366822495273
"390",1,0.501437786312197
"391",1,0.501453161798328
"392",1,0.501233173826173
"393",1,0.501449219366247
"394",1,0.501445671177221
"395",1,0.501461046661946
"396",1,0.501264319107693
"397",1,0.500435221241786
"398",1,0.50136406279015
"399",1,0.501379438289055
"400",1,0.501241452952584
"401",1,0.498137166952746
"402",1,0.501267473059709
"403",1,0.501441728744799
"404",1,0.501415314442969
"405",1,0.501443699961032
"406",1,0.501462623634582
"407",1,0.501065225693572
"408",1,0.501248155102038
"409",1,0.501063254469857
"410",1,0.500894911849021
"411",1,0.500710010705247
"412",1,0.50133488875952
"413",1,0.50129861833041
"414",1,0.501399544706758
"415",1,0.500308273930273
"416",1,0.501350658506948
"417",1,0.501468143038581
"418",1,0.500918172317769
"419",1,0.501267473059709
"420",1,0.50137589009723
"421",1,0.501232779582042
"422",1,0.501273386719467
"423",1,0.501323849934739
"424",1,0.501379044045525
"425",1,0.501290339208792
"426",1,0.501186653008181
"427",1,0.501236327779172
"428",1,0.501261559399596
"429",1,0.501466566066046
"430",1,0.501402304410797
"431",1,0.501207942198674
"432",1,0.501338436952924
"433",1,0.501436209339106
"434",1,0.501429112959845
"435",1,0.501376284340773
"436",1,0.50146853728171
"437",1,0.500793985025797
"438",1,0.50143542085255
"439",1,0.501440546015037
"440",1,0.500812908810328
"441",1,0.501392448324553
"442",1,0.501055369574667
"443",1,0.5013510527506
"444",1,0.501126333612007
"445",1,0.499973952912685
"446",1,0.50146853728171
"447",1,0.501465777579768
"448",1,0.50145119058231
"449",1,0.501326609641056
"450",1,0.50000904085375
"451",1,0.501417285659798
"452",1,0.501389294376726
"453",1,0.501288762233165
"454",1,0.501118054476601
"455",1,0.501429901446458
"456",1,0.501467354552317
"457",1,0.501433055392839
"458",1,0.501353812456112
"459",1,0.487737817138309
"460",1,0.50131044564577
"461",1,0.50123080836136
"462",1,0.501468143038581
"463",1,0.501427930229912
"464",1,0.50133607149067
"465",1,0.501437392068927
"466",1,0.501317542034284
"467",1,0.500184874797303
"468",1,0.501464594850337
"469",1,0.501154719214397
"470",1,0.50146853728171
"471",1,0.501429112959845
"472",1,0.501392448324553
"473",1,0.501308474426645
"474",1,0.501468143038581
"475",1,0.497592722477361
"476",1,0.501244606905324
"477",1,0.50060198734264
"478",1,0.501418468389874
"479",1,0.501103861671623
"480",1,0.501101890448568
"481",1,0.50138968862021
"482",1,0.501407429575214
"483",1,0.501103467427015
"484",1,0.501369976443882
"485",1,0.501468143038581
"486",1,0.495894382106237
"487",1,0.497095591671578
"488",1,0.501343956364618
"489",1,0.50139520802881
"490",1,0.501351446994249
"491",1,0.501329763591033
"492",1,0.500889392415186
"493",1,0.501388505889752
"494",1,0.501452373311926
"495",1,0.501328975103549
"496",1,0.501454344527917
"497",1,0.501352235481544
"498",1,0.501379438289055
"499",1,0.501221346501557
"500",1,0.501384169211271
"501",1,0.500963510508054
"502",1,0.501466171822908
"503",1,0.501458286959762
"504",1,0.500670980373323
"505",1,0.501425564769998
"506",1,0.5001935482197
"507",1,0.500752194993643
"508",1,0.501380226776108
"509",1,0.501387323159278
"510",1,0.501411372009179
"511",1,0.501356572161543
"512",1,0.501311234133409
"513",1,0.501402304410797
"514",1,0.501353418212473
"515",1,0.501364457033744
"516",1,0.501446459663684
"517",1,0.501430295689762
"518",1,0.50145946968928
"519",1,0.501028166682258
"520",1,0.501324638422266
"521",0,0.501260376667532
"522",0,0.500935124860292
"523",0,0.501274175207407
"524",0,0.501464989093483
"525",0,0.501452767555128
"526",0,0.501341196658812
"527",0,0.501064042959347
"528",0,0.501208730687127
"529",0,0.501461440905108
"530",0,0.499502434228106
"531",0,0.489907056245293
"532",0,0.5008795362828
"533",0,0.499850159507011
"534",0,0.500955625606513
"535",0,0.501410189279008
"536",0,0.501346321826672
"537",0,0.500735636676077
"538",0,0.501453556041526
"539",0,0.50141886263323
"540",0,0.499122775556403
"541",0,0.501255251495088
"542",0,0.501232385337908
"543",0,0.499731491323078
"544",0,0.501415708686338
"545",0,0.501429901446458
"546",0,0.49932265806094
"547",0,0.501374707366591
"548",0,0.492203197381534
"549",0,0.501362485815757
"550",0,0.501291127696596
"551",0,0.501351446994249
"552",0,0.50134987001964
"553",0,0.501345533339327
"554",0,0.500682807747518
"555",0,0.50146853728171
"556",0,0.499975529898797
"557",0,0.501453950284722
"558",0,0.501105832894643
"559",0,0.500968635693799
"560",0,0.50103289762051
"561",0,0.500642594672214
"562",0,0.501400727437071
"563",0,0.501357360648793
"564",0,0.501183893297985
"565",0,0.501119631454821
"566",0,0.501105832894643
"567",0,0.501286002525757
"568",0,0.49705419720282
"569",0,0.501390871350653
"570",0,0.50120636522175
"571",0,0.499938864971876
"572",0,0.501461835148268
"573",0,0.501103467427015
"574",0,0.501233962314432
"575",0,0.49974174172999
"576",0,0.501384957698283
"577",0,0.501189806962601
"578",0,0.492236306071449
"579",0,0.501404275627915
"580",0,0.498007856013621
"581",0,0.501064042959347
"582",0,0.496912667851494
"583",0,0.501268261547697
"584",0,0.500450991090563
"585",0,0.501414920199598
"586",0,0.498256622096988
"587",0,0.499953057846757
"588",0,0.500381603749654
"589",0,0.501362091572155
"590",0,0.50137589009723
"591",0,0.501466566066046
"592",0,0.5013510527506
"593",0,0.50145119058231
"594",0,0.501325821153545
"595",0,0.499868294845909
"596",0,0.501442517231298
"597",0,0.501357754892416
"598",0,0.501462229391426
"599",0,0.501355783674285
"600",0,0.496416727827368
"601",0,0.500936701840883
"602",0,0.501351446994249
"603",0,0.501039205537891
"604",0,0.501157478925347
"605",0,0.501200057313813
"606",0,0.501175219922616
"607",0,0.501278117647016
"608",0,0.501434238122703
"609",0,0.501244212661237
"610",0,0.501297435598794
"611",0,0.500791225307028
"612",0,0.501390082863693
"613",0,0.500844448446011
"614",0,0.501070745119797
"615",0,0.501271415499587
"616",0,0.501269838523654
"617",0,0.501325821153545
"618",0,0.50057478436981
"619",0,0.499103851782521
"620",0,0.501339619684029
"621",0,0.501425564769998
"622",0,0.500365439650983
"623",0,0.49703409133253
"624",0,0.499403084222111
"625",0,0.501399938950197
"626",0,0.498657172733981
"627",0,0.500283830654044
"628",0,0.48749392825114
"629",0,0.501267078815712
"630",0,0.500884267226431
"631",0,0.501183499053666
"632",0,0.501400333193635
"633",0,0.501403092897649
"634",0,0.501395996515726
"635",0,0.501331340565982
"636",0,0.500833803819706
"637",0,0.501461440905108
"638",0,0.497360911425812
"639",0,0.501235145046809
"640",0,0.501069562385628
"641",0,0.501093611311365
"642",0,0.501450796339101
"643",0,0.500615785950695
"644",0,0.497318728241304
"645",0,0.501341590902504
"646",0,0.501124362389347
"647",0,0.501386140428788
"648",0,0.501458681202937
"649",0,0.501456709987046
"650",0,0.501464989093483
"651",0,0.49960612098249
"652",0,0.500704885510629
"653",0,0.499170479247427
"654",0,0.501109381095994
"655",0,0.501194932138332
"656",0,0.501425170526673
"657",0,0.47733726866835
"658",0,0.500648902606158
"659",0,0.501191778184066
"660",0,0.497715724686398
"661",0,0.501343562120936
"662",0,0.501424382040017
"663",0,0.499225279373883
"664",0,0.501174825678265
"665",0,0.50120439400056
"666",0,0.500422211115891
"667",0,0.501442122988049
"668",0,0.501258799691423
"669",0,0.501332523297177
"670",0,0.501132641524283
"671",0,0.501312022621041
"672",0,0.501091640088133
"673",0,0.501195326382609
"674",0,0.501299801062011
"675",0,0.501363668546555
"676",0,0.500484107770037
"677",0,0.501407823818618
"678",0,0.50146420060719
"679",0,0.500631555787321
"680",0,0.498929201247612
"681",0,0.50120124004658
"682",0,0.500759291414954
"683",0,0.501392448324553
"684",0,0.501423987796687
"685",0,0.5014551330143
"686",0,0.501343562120936
"687",0,0.501056946553747
"688",0,0.501407823818618
"689",0,0.501382197993711
"690",0,0.501293493159968
"691",0,0.50139481378535
"692",0,0.501448825123029
"693",0,0.501379832532582
"694",0,0.501155113458823
"695",0,0.501041965251642
"696",0,0.501218586792283
"697",0,0.500928028447402
"698",0,0.501427930229912
"699",0,0.501328975103549
"700",0,0.500908710432651
"701",0,0.500480559554577
"702",0,0.500887815434051
"703",0,0.075874588892207
"704",0,0.501437786312197
"705",0,0.501007271702787
"706",0,0.501116477498358
